Departamentos;Muestras Claro;Muestras Personal;Muestras Movistar;THP Claro;THP Personal;THP Movistar;Latencia Claro;Latencia Mejor;Intensidad Claro;Intensidad Mejor;Tiempo IyV Claro;Tiempo IyV Mejor;Departamento;Provincia;Periodo
General Alvear, BUENOS AIRES;677,000;36,700;1,370,000;2.34;6.20;6.09;118;92;-102;-99;160;105;General Alvear;BUENOS AIRES;07/2024
Azul, BUENOS AIRES;6,650,000;4,330,000;3,260,000;13.39;17.85;12.71;70;51;-98;-98;66;46;Azul;BUENOS AIRES;07/2024
Roque Pérez, BUENOS AIRES;531,000;281,000;1,290,000;18.67;22.69;12.47;53;48;-104;-98;49;42;Roque Pérez;BUENOS AIRES;07/2024
Gualeguay, ENTRE RÍOS;6,120,000;7,830,000;47,600;12.34;12.41;12.30;64;63;-97;-97;62;61;Gualeguay;ENTRE RÍOS;07/2024
Utracán, LA PAMPA;1,590,000;17,800;1,790,000;14.18;16.37;8.18;68;64;-96;-96;62;59;Utracán;LA PAMPA;07/2024
Catamarca, CATAMARCA;13,600,000;15,000,000;1,960,000;13.97;14.96;11.91;71;61;-94;-94;67;60;Catamarca;CATAMARCA;07/2024
Tres Arroyos, BUENOS AIRES;3,460,000;1,900,000;3,360,000;15.33;16.64;8.29;66;57;-102;-101;61;56;Tres Arroyos;BUENOS AIRES;07/2024
San Alberto, CÓRDOBA;2,750,000;7,090,000;249,000;16.35;12.21;12.53;62;62;-101;-98;58;58;San Alberto;CÓRDOBA;07/2024
Belgrano, SAN LUIS;455,000;1,560;131,000;13.27;5.47;18.08;87;54;-98;-91;79;54;Belgrano;SAN LUIS;07/2024
Pergamino, BUENOS AIRES;7,930,000;4,650,000;3,390,000;11.64;12.52;7.86;61;61;-101;-101;61;60;Pergamino;BUENOS AIRES;07/2024
Godoy Cruz, MENDOZA;13,300,000;2,440,000;11,100,000;14.72;20.03;16.01;64;54;-98;-96;61;51;Godoy Cruz;MENDOZA;07/2024
Ushuaia, TIERRA DEL FUEGO;10,900,000;3,040,000;11,900,000;11.04;12.05;10.06;89;89;-95;-95;86;86;Ushuaia;TIERRA DEL FUEGO;07/2024
Pinamar, BUENOS AIRES;2,530,000;1,840,000;4,500,000;13.53;20.30;15.61;78;48;-100;-100;74;44;Pinamar;BUENOS AIRES;07/2024
Ñorquincó, RÍO NEGRO;--;--;266;--;--;--;--;--;--;--;--;--;Ñorquincó;RÍO NEGRO;07/2024
Daireaux, BUENOS AIRES;2,470,000;35,000;37,700;15.93;1.24;13.15;58;58;-100;-99;54;52;Daireaux;BUENOS AIRES;07/2024
Cainguás, MISIONES;647,000;5,360,000;3,200;13.18;7.94;10.40;81;81;-104;-95;77;77;Cainguás;MISIONES;07/2024
Puelén, LA PAMPA;1,950,000;7,870;257,000;9.61;8.13;9.96;80;80;-102;-101;80;80;Puelén;LA PAMPA;07/2024
